id,name,region,coatOfArms,words 
5e5aef1f8201264f9db86066,House Lannister of Darry,The Riverlands,Quarterly a gold lion on a red field; a black plowman on a brown field(Quarterly first and fourth gules a lion rampant or (for Lannister) second and third tenné a plowman sable (for Darry)),
5e5aef1f8201264f9db86067,House Lannister of Lannisport,The Westerlands,,
5e5aef1f8201264f9db86068,House Lanny,The Westerlands,,
5e5aef1f8201264f9db86069,House Lantell,The Westerlands,,
5e5aef1f8201264f9db8606a,House Lefford of the Golden Tooth,The Westerlands,A golden inverted pile on a sky-blue field a yellow sun in the first(Bleu celeste a pile reversed or in canton a sun-in-splendor of the same),
5e5aef1f8201264f9db8606b,House Leygood,The Reach,Tenny three thunderbolts in fess sable,
5e5aef1f8201264f9db8606c,House Liddle,The North,Per pale argent and vert a fir tree line between three brown pinecones on the argent,
5e5aef1f8201264f9db8606d,House Lightfoot,The North,Tenny a trail of footprints in bend sinister argent,
5e5aef1f8201264f9db8606e,House Lipps,The Vale,Two large pink lips on a dark blue field(Azure a pair of lips carnation),
5e5aef1f8201264f9db8606f,House Locke of Oldcastle,The North,Two bronze keys crossed on an argent pale on purpure.,
5e5aef1f8201264f9db86070,House Lolliston,The Riverlands,Three oaken barrels on a white field(Argent three oaken barrels proper),
5e5aef1f8201264f9db86071,House Long,The North,,
5e5aef1f8201264f9db86072,House Longthorpe of Longsister,The Vale,,
5e5aef1f8201264f9db86073,House Longwaters,The Crownlands,,
5e5aef1f8201264f9db86074,House Lonmouth,The Stormlands,Quartered of six: red lips strewn on a yellow field yellow skulls strewn on a black field(Quarterly of six first third and fifth or semé of lips gules second fourth and sixth sable semé of skulls of the first),The Choice is Yours
5e5aef1f8201264f9db86075,House Lorch,The Westerlands,A black manticore on a white field beneath a crimson chief with three gold coins(Argent a manticore passant sable on a chief gules three bezants),
5e5aef1f8201264f9db86076,House Lothston of Harrenhal,The Riverlands,"A black bat on a field per bend silver and gold(Per bend argent and or a bat displayed sable"")",
5e5aef1f8201264f9db86077,House Lowther,The Reach,A silver dolphin on a blue-green field,
5e5aef1f8201264f9db86078,House Lyberr,The Reach,Per bend sinister: a grey cat's face on black a brown jug on white,
5e5aef1f8201264f9db86079,House Lychester,The Riverlands,A black talon on an orange and white gyronny field(Gyronny tenné and argent an eagle's leg erased sable),
5e5aef1f8201264f9db8607a,House Lydden of Deep Den,The Westerlands,A white badger on a per pale green and brown field(Per pale vert and tenné a badger passant argent),
5e5aef1f8201264f9db8607b,House Lynderly of the Snakewood,The Vale,A black field strewn with green vipers(Sable semé of snakes vert),
5e5aef1f8201264f9db8607c,House Magnar of Kingshouse,The North,Argent a lobster vert holding a harpoon sable,
5e5aef1f8201264f9db8607d,House Mallery,The Crownlands,Purpure six mullets argent,
5e5aef1f8201264f9db8607e,House Mallister of Seagard,The Riverlands,A silver eagle displayed on an indigo field(Purpure an eagle displayed argent),Above the Rest
5e5aef1f8201264f9db8607f,House Manderly of White Harbor,The North,A white merman with dark green hair beard and tail carrying a black trident on a blue-green field,
5e5aef1f8201264f9db86080,House Manning,The Crownlands,A red sea lion between two black pallets on white,
5e5aef1f8201264f9db86081,House Manwoody of Kingsgrave,Dorne,Sable a skull argent crowned or.,
5e5aef1f8201264f9db86082,House Marbrand of Ashemark,The Westerlands,An orange burning tree on a smoky field(Cendrée a tree in flame tenné),Burning bright
5e5aef1f8201264f9db86083,House Marsh,The North,Or ten frogs vert,
5e5aef1f8201264f9db86084,House Massey of Stonedance,The Crownlands,A triple spiral; red green and blue on white,
5e5aef1f8201264f9db86085,House Meadows of Grassy Vale,The Reach,a border of flowers of many colors and varieties on green,
5e5aef1f8201264f9db86086,House Melcolm of Old Anchor,The Vale,A rusty anchor on a turquoise field beneath yellow chief with three blue plates(Azure an anchor tenné on a chief or three hurts),
5e5aef1f8201264f9db86087,House Merlyn of Pebbleton,Iron Islands,Argent Twining waterspouts vert,
5e5aef1f8201264f9db86088,House Merryweather of Longtable,The Reach,White a cornucopia Or spilling foods proper within a bordure Or,Behold Our Bounty
5e5aef1f8201264f9db86089,House Mertyns of Mistwood,The Stormlands,A white great horned owl on a grey field(Cendrée a great-horned owl close affronté argent),
5e5aef1f8201264f9db8608a,House Middlebury,The Reach,Quarterly a black saltire on yellow green and white diamonds,
5e5aef1f8201264f9db8608b,House Mollen,The North,White upon a pile vert a snowy pine tree proper,
5e5aef1f8201264f9db8608c,House Moore,The Vale,Three bronze spearheads on a white field within a bronze embattled border(Argent three spearheads within a bordure embattled tenné),
5e5aef1f8201264f9db8608d,House Mooton of Maidenpool,The Riverlands,A red salmon within a gold tressure on a white field(Argent a salmon gules within a tressure or),Wisdom and Strength
5e5aef1f8201264f9db8608e,House Moreland,The Westerlands,Per pale barry russet and green(Per pale barry tenné and vert),
5e5aef1f8201264f9db8608f,House Mormont of Bear Island,The North,A wood vert a bear sable,Here We Stand
5e5aef1f8201264f9db86090,House Morrigen of Crow's Nest,The Stormlands,A black crow in flight on a storm-green field(Vert a crow volant sable),
5e5aef1f8201264f9db86091,House Moss,The North,A bend orange on vairy grey and green,
5e5aef1f8201264f9db86092,House Mudd of Oldstones,The Riverlands,A golden crown studded with emeralds on a red-brown field(Tenné an ancient crown or studded with emeralds vert),
5e5aef1f8201264f9db86093,House Mullendore of Uplands,The Reach,Black-and-orange butterflies on white,
5e5aef1f8201264f9db86094,House Musgood,The Stormlands,Quarterly: A golden pavilion on a blue field a green laurel crown on a white field(Quarterly first and fourth azure a pavilion or second and third argent a garland of laurel vert),
5e5aef1f8201264f9db86095,House Myatt,The Westerlands,A spotted yellow-and-black treecat on a mud-brown field(Tenné a treecat or pelleté),
5e5aef1f8201264f9db86096,House Myre of Harlaw,Iron Islands,10 nooses 4-3-2-1 black on white with a border of blood,
5e5aef1f8201264f9db86097,House Nayland of Hag's Mire,The Riverlands,,
5e5aef1f8201264f9db86098,House Netley,Iron Islands,,
5e5aef1f8201264f9db86099,House Norcross,The Reach,Argent a cross embattled sable,
5e5aef1f8201264f9db8609a,House Norrey,The North,Orsix thistles slipped vert,
5e5aef1f8201264f9db8609b,House Norridge,The Reach,Azure six arrows in bend sable heads flaming gules,
5e5aef1f8201264f9db8609c,House Nutt,The Riverlands,,
5e5aef1f8201264f9db8609d,House Nymeros Martell of Sunspear,Dorne,Tenny a sun in splendour gules transfixed by a spear bendwise Or,Unbowed Unbent Unbroken
5e5aef1f8201264f9db8609e,House Oakheart of Old Oak,The Reach,Or three oak leaves vert,Our Roots Go Deep
5e5aef1f8201264f9db8609f,House Oldflowers,The Reach,Vert ten hands couped argent surmounted by a bend sinister gules,
5e5aef1f8201264f9db860a0,House Orkwood of Orkmont,Iron Islands,Or semy of pines vert,
5e5aef1f8201264f9db860a1,House Orme,The Reach,Per fess sable and bendy Or and argent in chief three harps in fess of the seocnd,
5e5aef1f8201264f9db860a2,House Osgrey of Leafy Lake,The Reach,,
5e5aef1f8201264f9db860a3,House Osgrey of Standfast,The Reach,Argent a lion rampant chequy vert and or,
5e5aef1f8201264f9db860a4,House Overton,The North,Sable a fess chequy argent and Or,
5e5aef1f8201264f9db860a5,House Paege,The Riverlands,Twining red-and-white snakes on a black field(Sable two serpents argent and gules entwined palewise),
5e5aef1f8201264f9db860a6,House Parren,The Westerlands,Per saltire: burgundy and white stripes; a black lion's head on a gold field(Per saltire the first paly gules and argent the second or a lion's head erased sable),
5e5aef1f8201264f9db860a7,House Payne,The Westerlands,Gold coins in the checks of a checkered purple and white field(Chequy purpure and argent each chequer charged with a bezant),
5e5aef1f8201264f9db860a8,House Peake of Starpike,The Reach,Tenny three castles sable,
5e5aef1f8201264f9db860a9,House Peasebury of Poddingfield,The Stormlands,A green pea pod burst open on a white field bordered by three rows of green peas(Argent a pea pod open within a bordure of three rows of peas vert),
5e5aef1f8201264f9db860aa,House Peat,The Neck,,
5e5aef1f8201264f9db860ab,House Peckledon,The Westerlands,Ten purple stars on a yellow field(Or ten mullets 4 3 2 1 purpure),Unflinching
5e5aef1f8201264f9db860ac,House Penrose of Parchments,The Stormlands,White crossed quills on a russet field(Tenné two quills saltirewise argent),Set Down Our Deeds
5e5aef1f8201264f9db860ad,House Perryn,The Riverlands,,
5e5aef1f8201264f9db860ae,House Piper of Pinkmaiden,The Riverlands,A pink dancing maiden in a swirl of white silk on a blue field(Azure a maiden dancing proper enwrapped with silk argent),Brave and Beautiful
5e5aef1f8201264f9db860af,House Plumm,The Westerlands,Three purple roundels on a gold field(Or three golpes),Come Try Me
5e5aef1f8201264f9db860b0,House Pommingham,The Reach,A red pomegranate on white a double tressure red,
5e5aef1f8201264f9db860b1,House Poole,The North,White a roundel azure a tressure cendrée,
5e5aef1f8201264f9db860b2,House Prester of Feastfires,The Westerlands,A red ox on an ermine field(Ermine an ox passant gules),Tireless
5e5aef1f8201264f9db860b3,House Pryor of Pebble,The Vale,A partial eclipse black moon over yellow sun on a dusty pink field(Carnation a sun-in-splendour or surmounted by a moon in her complement sable),
5e5aef1f8201264f9db860b4,House Pyle,The Crownlands,A grey iron greathelm on white,
5e5aef1f8201264f9db860b5,House Pyne,The Crownlands,,
5e5aef1f8201264f9db860b6,House Qoherys of Harrenhal,The Riverlands,A flaming red and yellow saltire between four white skulls on a black field(Sable a saltire rayonné gules tipped or between four skulls argent),
5e5aef1f8201264f9db860b7,House Qorgyle of Sandstone,Dorne,Gules three scorpions sable.,
5e5aef1f8201264f9db860b8,House Quagg,The Neck,,
5e5aef1f8201264f9db860b9,House Rambton,The Crownlands,Gules a ram's head cabossed argent attired or,
5e5aef1f8201264f9db860ba,House Redbeard,Beyond the Wall,,
5e5aef1f8201264f9db860bb,House Redding,The Reach,Gules a flagon Or within a bordure chequy Or and argent,
5e5aef1f8201264f9db860bc,House Redfort of Redfort,The Vale,A red castle on a white field within a red embattled border(Argent a castle within a bordure embattled gules),As Strong as Stone
5e5aef1f8201264f9db860bd,House Redwyne of the Arbor,The Reach,Azure a grape cluster proper,
5e5aef1f8201264f9db860be,House Reed of Greywater Watch,The Neck,Vert a lizard-lion sable,
5e5aef1f8201264f9db860bf,House Reyne of Castamere,The Westerlands,A red lion rampant regardant with a forked tail with gold teeth and claws on a silver field(Argent a lion rampant regardant queue-fourché gules armed and langued or),
5e5aef1f8201264f9db860c0,House Rhysling,The Reach,An oaken door banded with iron in a grey stone doorway on black masonry,
5e5aef1f8201264f9db860c1,House Risley,The Reach,A black knight on a black rearing horse on white bearing a golden lance and a white shield upon which is seen the above in miniature,
5e5aef1f8201264f9db860c2,House Rogers of Amberly,The Stormlands,Nine silver unicorns around a silver maze on a black field(Sable a maze surrounded by an orle of nine unicorns rampant argent),
5e5aef1f8201264f9db860c3,House Rollingford,The Crownlands,Six roundels fountain 3-2-1 on grey,
5e5aef1f8201264f9db860c4,House Roote of Lord Harroway's Town,The Riverlands,A brown double-headed horse on a field of wavy green and green(Wavy vert and vert a two-headed horse tenné),
5e5aef1f8201264f9db860c5,House Rosby of Rosby,The Crownlands,Ermine three chevronels gules,
5e5aef1f8201264f9db860c6,House Rowan of Goldengrove,The Reach,Argent a tree eradicated,
5e5aef1f8201264f9db860c7,House Roxton of the Ring,The Reach,Bleu celeste per saltire a chain of rings Or,
5e5aef1f8201264f9db860c8,House Royce of Runestone,The Vale,Black iron studs on a bronze field bordered with runes(Tenné pelletée an orle of ancient runes sable),We Remember
5e5aef1f8201264f9db860c9,House Royce of the Gates of the Moon,The Vale,A black portcullis over a white crescent moon on a purple field bordered with runes on bronze(Purpure a moon increscent argent surmounted by a portcullis sable all within a bordure tenné charged with ancient runes of the third),
5e5aef1f8201264f9db860ca,House Ruthermont,The Vale,Five black starfish on a gold pale on a field of pean(Pean on a pale or five starfish sable),
5e5aef1f8201264f9db860cb,House Ruttiger,The Westerlands,An orange engrailed bend on a black field(Sable a bend tenné engrailed),
5e5aef1f8201264f9db860cc,House Ryder of the Rills,The North,,
5e5aef1f8201264f9db860cd,House Ryger of Willow Wood,The Riverlands,A green weeping willow on a white field(Argent a willow-tree vert),
5e5aef1f8201264f9db860ce,House Rykker of Duskendale,The Crownlands,Azure a cross saltire argent charged with two crossed warhammers sable,
5e5aef1f8201264f9db860cf,House Ryswell of the Rills,The North,Bronze a horse's head sable orbed and maned gules within a bordure engrailed sable,
5e5aef1f8201264f9db860d0,House Saltcliffe of Saltcliffe,Iron Islands,Argent a serpent nine-headed sable,
5e5aef1f8201264f9db860d1,House Santagar of Spottswood,Dorne,Per bend sinister azure and argent a leopard rampant Or spotted sable bearing an axe of the third,
5e5aef1f8201264f9db860d2,House Sarsfield of Sarsfield,The Westerlands,A green arrow on a white bend on a green field(Vert on a bend argent an arrow of the field point to dexter chief),True to the Mark
5e5aef1f8201264f9db860d3,House Sarwyck,The Westerlands,A broken silver sword on red,
5e5aef1f8201264f9db860d4,House Seaworth of Cape Wrath,The Stormlands,A black ship on a pale grey field with a white onion on its sails(Cendrée a ship sable its sail charged with an onion argent),
5e5aef1f8201264f9db860d5,House Selmy of Harvest Hall,The Stormlands,Three stalks of yellow wheat on a brown field(Tenné three stalks of wheat or),
5e5aef1f8201264f9db860d6,House Serrett of Silverhill,The Westerlands,A peacock in his pride on a cream field(Argent a peacock-in-his-pride proper),I Have No Rival
5e5aef1f8201264f9db860d7,House Serry of Southshield,The Reach,Argent an escutcheon gules charged with a rose of the first all within a bordure embattled of the second,
5e5aef1f8201264f9db860d8,House Sharp,Iron Islands,,
5e5aef1f8201264f9db860d9,House Shawney,The Riverlands,Per fesse a divided blue red green field above a white catfish on a black field below(Per fesse the first tierced in pale azure gules and vert the second sable a catfish argent),
5e5aef1f8201264f9db860da,House Shell,Dorne,,
5e5aef1f8201264f9db860db,House Shell,The Vale,,
5e5aef1f8201264f9db860dc,House Shepherd,Iron Islands,,
5e5aef1f8201264f9db860dd,House Shermer of Smithyton,The Reach,a field of copper nails on blue a copper border rayonne,
5e5aef1f8201264f9db860de,House Shett of Gull Tower,The Vale,Three golden wings bendwise on a checkered white and black field(Chequy argent and sable in bend three dexter wings elevated bendwise or),
5e5aef1f8201264f9db860df,House Shett of Gulltown,The Vale,Nine white seagulls on a field of brown(Tenné nine seagulls argent 3 3 2 1),
5e5aef1f8201264f9db860e0,House Slate of Blackpool,The North,Pale grey a double tressure white,
5e5aef1f8201264f9db860e1,House Sloane,The Reach,Per pale white stars strewn on indigo an orange sun on yellow,
5e5aef1f8201264f9db860e2,House Slynt of Harrenhal,None,A bloody gold spear on a black field within a checkered gold and black border(Sable a spear or tipped gules within a bordure chequy of the field and of the second),
5e5aef1f8201264f9db860e3,House Smallwood of Acorn Hall,The Riverlands,Six brown acorns on a yellow field(Or six acorns 3 2 1 tenné),From These Beginnings
5e5aef1f8201264f9db860e4,House Sparr of Great Wyk,Iron Islands,an oak saltire on blue,
5e5aef1f8201264f9db860e5,House Spicer of Castamere,The Westerlands,Three black pepperpots on a saffron bend across a field of green and silver stripes (Paly vert and argent three pepperpots sable on a bend tenné),
5e5aef1f8201264f9db860e6,House Stackhouse,The Reach,,
5e5aef1f8201264f9db860e7,House Stackspear,The Westerlands,Two crossed black spears on a checkered silver and gold field(Chequy argent and or two spears in saltire sable),
5e5aef1f8201264f9db860e8,House Staedmon of Broad Arch,The Stormlands,A black dagger piercing a red heart on a white de sang field within an undulating red border(Argent goutté-de-sang a heart gules transfixed by a dagger sable all within a bordure wavy of the second),
5e5aef1f8201264f9db860e9,House Stane of Driftwood Hall,The North,A driftwood tree bare and brown on pale green,
5e5aef1f8201264f9db860ea,House Stark of Winterfell,The North,A running grey direwolf on an ice-white field,Winter is Coming
5e5aef1f8201264f9db860eb,House Staunton of Rook's Rest,The Crownlands,two black wings upon a white fess on checkered black and grey,
5e5aef1f8201264f9db860ec,House Stokeworth of Stokeworth,The Crownlands,Vert a lamb couchant argent holding a goblet or,Proud to be Faithful
5e5aef1f8201264f9db860ed,House Stonehouse of Old Wyk,Iron Islands,a black brazier on a grey masonry field,
5e5aef1f8201264f9db860ee,House Stonetree of Harlaw,Iron Islands,A bare stone tree grey on black,
5e5aef1f8201264f9db860ef,House Stout of Goldgrass,The North,Chevronny tenné and Or,
5e5aef1f8201264f9db860f0,House Strong of Harrenhal,The Riverlands,A tripartite pale blue red and green on a white field(Argent a pale tierced per pale azure gules and vert),
5e5aef1f8201264f9db860f1,House Sunderland of the Three Sisters,The Vale,Three women's heads white with black hair on a barry wavy blue and green field(Barry wavy azure and vert three women's heads argents crined sable),
5e5aef1f8201264f9db860f2,House Sunderly of Saltcliffe,Iron Islands,A drowned man pink and pale floating upright in a blue-green sea,
5e5aef1f8201264f9db860f3,House Sunglass of Sweetport Sound,The Crownlands,Argent seven mullets of seven points or,
5e5aef1f8201264f9db860f4,House Swann of Stonehelm,The Stormlands,Battling swans black and white beaks and feet golden on per pale white and black field(Per pale argent and sable two swans combatant counterchanged beaked and membered or),
5e5aef1f8201264f9db860f5,House Swyft of Cornfield,The Westerlands,A blue bantam rooster on a yellow field(Or a cock close azure),Awake! Awake!
5e5aef1f8201264f9db860f6,House Swygert,The Stormlands,A white scroll with gold knobs on a purple field within a white tressure(Purpure a scroll argent knobbed or within a tressure of the second),Truth Conquers
5e5aef1f8201264f9db860f7,House Tallhart of Torrhen's Square,The North,Tenny three sentinel trees vert,Proud and Free
5e5aef1f8201264f9db860f8,House Tarbeck of Tarbeck Hall,The Westerlands,A seven-pointed star parts silver parts blue on a silver and blue field(Gyronny argent and azure a star of seven points counterchanged),
5e5aef1f8201264f9db860f9,House Targaryen of King's Landing,The Crownlands,Sable a dragon thrice-headed gules,Fire and Blood
5e5aef1f8201264f9db860fa,House Tarly of Horn Hill,The Reach,Vert a huntsman striding to dexter proper garbed gules,First in Battle
5e5aef1f8201264f9db860fb,House Tarth of Evenfall Hall,The Stormlands,Quartered yellow sun on a rose-coloured field and white crescents on a blue field(Quarterly first and fourth carnation a sun-in-splendour or second and third azure a moon increscent argent),
5e5aef1f8201264f9db860fc,House Tawney of Orkmont,Iron Islands,A scourge of nettles red and black on white,
5e5aef1f8201264f9db860fd,House Teague,The Riverlands,A golden trident upright between two golden flanches on a black field(Sable between two flaunches a trident erect or),
5e5aef1f8201264f9db860fe,House Terrick,The Riverlands,Per saltire purple and gold four hawks' heads countercharged(Per saltire purpure and or four hawks' heads counterchanged),
5e5aef1f8201264f9db860ff,House Thenn,The North,Argent a sun in splendour gules,
5e5aef1f8201264f9db86100,House Thorne,The Crownlands,Gules a flail argent within an bordure rayonne sable,
5e5aef1f8201264f9db86101,House Toland of Ghost Hill,Dorne,Or a dragon biting its tail vert,
5e5aef1f8201264f9db86102,House Tollett of the Grey Glen,The Vale,Pily grey and black(Pily cendrée and sable),When All is Darkest
5e5aef1f8201264f9db86103,House Torrent of Littlesister,The Vale,,
5e5aef1f8201264f9db86104,House Towers,The North,,
5e5aef1f8201264f9db86105,House Towers of Harrenhal,The Riverlands,Five black towers within a red and black double tressure on a white field(Argent five towers sable within a double-tressure the outer gules and the inner of the second),
5e5aef1f8201264f9db86106,House Toyne,The Stormlands,A black winged heart on a gold field within a black embattled borderOr a winged heart within a bordure embattled sable),Fly High Fly Far
5e5aef1f8201264f9db86107,House Trant of Gallowsgrey,The Stormlands,A black hanged man on a blue field(Azure a hanged man sable),So End Our Foes
5e5aef1f8201264f9db86108,House Tudbury,The Stormlands,A brown tortoise within a yellow lozenge on a green field(Vert on a lozenge or a tortoise tergiant tenné),
5e5aef1f8201264f9db86109,House Tully of Riverrun,The Riverlands,A leaping silver trout on a field of blue and mud red(Paly wavy azure and gules a trout embowed argent),Family Duty Honor
5e5aef1f8201264f9db8610a,House Turnberry,The Westerlands,Nine strawberries on a white saltire on a field of green and red vairy in point(Vairy-in-point vert and gules on a saltire argent nine strawberries of the second),
5e5aef1f8201264f9db8610b,House Tyrell of Brightwater Keep,The Reach,,
5e5aef1f8201264f9db8610c,House Tyrell of Highgarden,The Reach,Vert a rose Or,Growing Strong
5e5aef1f8201264f9db8610d,House Uffering,The Reach,Paly tenné and cendrée upon a chief argent seven hands couped vert,
5e5aef1f8201264f9db8610e,House Uller of Hellholt,Dorne,per fess rayonny Or and gules,
5e5aef1f8201264f9db8610f,House Umber of the Last Hearth,The North,Gules a roaring giant proper with shattered chains argent,
5e5aef1f8201264f9db86110,House Upcliff,The Vale,A cresting sea-green wave on a black field(Sable a wave cresting vert),
5e5aef1f8201264f9db86111,House Vaith of the Red Dunes,Dorne,Tenny on a pile Or three leopards statant sable,
5e5aef1f8201264f9db86112,House Vance of Atranta,The Riverlands,Quartered a green dragon on a white field and a white tower on a black field(Quarterly first and fourth argent a dragon vert second and third sable a tower argent),
5e5aef1f8201264f9db86113,House Vance of Wayfarer's Rest,The Riverlands,Quartered a black dragon on a white field and two golden eyes in a golden ring on a black field(Quarterly first and fourth argent a dragon sable second and third sable a pair of eyes within an annulet or),
5e5aef1f8201264f9db86114,House Varner,The Reach,Ermines a weasel argent,
5e5aef1f8201264f9db86115,House Velaryon of Driftmark,The Crownlands,seahorse rampant argent on sea green,The Old the True the Brave
5e5aef1f8201264f9db86116,House Vikary,The Westerlands,Quarterly: a red boar's head on a white field; beneath a gold bend sinister a silver lion rampant regardant with a forked tail with gold teeth and claws on a red field.,
5e5aef1f8201264f9db86117,House Volmark,Iron Islands,Cendrée a leviathan sable,
5e5aef1f8201264f9db86118,House Vyrwel of Darkdell,The Reach,a silver wyvern within a red double tressure on sable,
5e5aef1f8201264f9db86119,House Wade,Dorne,,
5e5aef1f8201264f9db8611a,House Wagstaff,The Stormlands,Five yellow mascles on a green field(Vert five mascles in fess or),
5e5aef1f8201264f9db8611b,House Waterman,The North,Argent two oars saltirewise tenny between as many flaunces azure,
5e5aef1f8201264f9db8611c,House Waxley of Wickenden,The Vale,Three candles white with red flames within silver candle holders on a grey field within a black border(Cendrée three candles in holders argent flamed gules within a bordure sable),Light in Darkness
5e5aef1f8201264f9db8611d,House Wayn,The Riverlands,Four wheels counterchanged on a quartered blue and white field(Quarterly azure and argent four wheels counterchanged),
5e5aef1f8201264f9db8611e,House Waynwood of Ironoaks,The Vale,A broken black wheel on a green field(Vert a wheel broken sable),
5e5aef1f8201264f9db8611f,House Weaver,Iron Islands,,
5e5aef1f8201264f9db86120,House Webber of Coldmoat,The Reach,Sable a cobweb argent thereon a spider gules,
5e5aef1f8201264f9db86121,House Wells,Dorne,,
5e5aef1f8201264f9db86122,House Wells,The North,Per fess cendrée and lozengy argent and vert in chief five pellets,
5e5aef1f8201264f9db86123,House Wendwater,The Crownlands,A green engrailed pall inverted on white dividing three trees green red and bare,For All Seasons
5e5aef1f8201264f9db86124,House Wensington,The Stormlands,Two golden trumpets crossed on a blue field beneath a gold chief with three black stags(Azure two trumpets saltirewise or on a chief of the second three stags salient sable),Sound The Charge
5e5aef1f8201264f9db86125,House Westbrook,The Reach,Two green bars gemmel on gold,
5e5aef1f8201264f9db86126,House Westerling of the Crag,The Westerlands,Six white shells on a sand-coloured field(Or six escallops argent),Honor Not Honors
5e5aef1f8201264f9db86127,House Westford,The Westerlands,A black dog on blue,
5e5aef1f8201264f9db86128,House Whent of Harrenhal,The Riverlands,Nine black bats on a yellow field(Or nine bats 4 3 2 displayed sable),
5e5aef1f8201264f9db86129,House Whitehill,The North,A white pile inverted on indigo an arch of 4-pointed stars above,
5e5aef1f8201264f9db8612a,House Willum,The Reach,three silver longswords crossed on black beneath a dragonbone skeleton on a white chief,
5e5aef1f8201264f9db8612b,House Wode,The Riverlands,Three white hedgehogs on a yellow field(Or three hedgehogs argent),Touch Me Not
5e5aef1f8201264f9db8612c,House Woodfoot of Bear Island,The North,,
5e5aef1f8201264f9db8612d,House Woods,The North,,
5e5aef1f8201264f9db8612e,House Woodwright,The Reach,A red pall on a field of oak,
5e5aef1f8201264f9db8612f,House Woolfield,The North,Three woolsacks white on purple a white border,
5e5aef1f8201264f9db86130,House Wull,The North,Azure three wooden buckets tenné a bordure chequy cendrée and white,
5e5aef1f8201264f9db86131,House Wydman,The Vale,Five splintered lances 3 2 striped blue and white with blue pennons on a yellow field beneath a white chief bearing a red castle a green viper a black broken wheel a purple unicorn and a yellow lion.,Right Conquers Might
5e5aef1f8201264f9db86132,House Wyl of the Boneway,Dorne,A black adder biting a heel on yellow,
5e5aef1f8201264f9db86133,House Wylde of Rain House,The Stormlands,A blue-green maelstrom on a gold field(Or a maelstrom azure),
5e5aef1f8201264f9db86134,House Wynch of Iron Holt,Iron Islands,a bloody moon on purple,
5e5aef1f8201264f9db86135,House Wythers,The Reach,a grey squirrel on white with red border,
5e5aef1f8201264f9db86136,House Yarwyck,The Westerlands,Two bronze halberds crossed between four red diamonds on a white field(Argent two halberds saltirewise tenné hafted sable between four lozenges gules),
5e5aef1f8201264f9db86137,House Yelshire,The Reach,Barry vert and Or on a chief sable a battering-ram proper headed Or,
5e5aef1f8201264f9db86138,House Yew,The Westerlands,A golden longbow between two crimson flaunches on a white field(Argent a longbow or between two flaunches gules),
5e5aef1f8201264f9db86139,House Yronwood of Yronwood,Dorne,Or a portcullis sable,We Guard the Way
